id,name,description,demonstration_video_url,workout_day_id,animation_path,calories_per_set,default_duration,default_reps,default_sets,calories_per_minute,week,program_id
1183,Leg Raises,"Strategically crafted Leg Raises exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/leg-raises,6,https://example.com/leg-raises-animation.jpg,1973.05,790,21,4,9.99,10,34
1184,Planks,"Strategically crafted Planks exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/planks,6,https://example.com/planks-animation.jpg,1414.25,851,23,5,8.31,10,34
1185,Ab Rollouts,Precision-engineered Ab Rollouts training method to optimize muscular strength and endurance.,https://example.com/ab-rollouts,6,https://example.com/ab-rollouts-animation.jpg,1730.36,897,21,5,9.65,10,34
1186,Resistance Band Exercises,"Strategically crafted Resistance Band Exercises exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/resistance-band-exercises,7,https://example.com/resistance-band-exercises-animation.jpg,1627.9,672,23,4,9.69,10,34
1187,Leg Raises,High-energy Leg Raises routine targeting comprehensive physical development and performance.,https://example.com/leg-raises,7,https://example.com/leg-raises-animation.jpg,1435.42,731,20,5,9.82,10,34
1188,Shoulder Press,High-energy Shoulder Press routine targeting comprehensive physical development and performance.,https://example.com/shoulder-press,7,https://example.com/shoulder-press-animation.jpg,1933.9,889,20,4,8.7,10,34
1189,Superman Holds,Intense Superman Holds session focusing on full-body engagement and cardiovascular endurance.,https://example.com/superman-holds,7,https://example.com/superman-holds-animation.jpg,1351.92,661,24,4,8.18,10,34
1190,Battle Rope Exercises,High-energy Battle Rope Exercises routine targeting comprehensive physical development and performance.,https://example.com/battle-rope-exercises,7,https://example.com/battle-rope-exercises-animation.jpg,1113.46,626,23,5,8.89,10,34
1191,Mobility Drills,Intense Mobility Drills session focusing on full-body engagement and cardiovascular endurance.,https://example.com/mobility-drills,1,https://example.com/mobility-drills-animation.jpg,1265.78,677,20,5,9.35,11,35
1192,Russian Twists,"Strategically crafted Russian Twists exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/russian-twists,1,https://example.com/russian-twists-animation.jpg,1475.22,602,25,4,9.8,11,35
1193,Squats,Dynamic Squats workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/squats,1,https://example.com/squats-animation.jpg,1387.38,779,25,5,8.9,11,35
1194,Resistance Band Exercises,High-energy Resistance Band Exercises routine targeting comprehensive physical development and performance.,https://example.com/resistance-band-exercises,1,https://example.com/resistance-band-exercises-animation.jpg,1128.81,705,24,5,8.01,11,35
1195,Skater Hops,High-energy Skater Hops routine targeting comprehensive physical development and performance.,https://example.com/skater-hops,1,https://example.com/skater-hops-animation.jpg,2724.97,1146,20,4,9.51,11,35
1196,Push-ups,Dynamic Push-ups workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/push-ups,2,https://example.com/push-ups-animation.jpg,1195.42,618,23,5,9.67,11,35
1197,Side Planks,Intense Side Planks session focusing on full-body engagement and cardiovascular endurance.,https://example.com/side-planks,2,https://example.com/side-planks-animation.jpg,2112.09,1146,24,5,9.22,11,35
1198,Kettlebell Complex,Precision-engineered Kettlebell Complex training method to optimize muscular strength and endurance.,https://example.com/kettlebell-complex,2,https://example.com/kettlebell-complex-animation.jpg,1494.25,710,21,4,8.42,11,35
1199,Cycling,Intense Cycling session focusing on full-body engagement and cardiovascular endurance.,https://example.com/cycling,2,https://example.com/cycling-animation.jpg,1578.25,893,24,5,8.84,11,35
1200,Bodyweight Complex,Precision-engineered Bodyweight Complex training method to optimize muscular strength and endurance.,https://example.com/bodyweight-complex,2,https://example.com/bodyweight-complex-animation.jpg,2753.87,1170,23,4,9.41,11,35
1201,Running,Dynamic Running workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/running,3,https://example.com/running-animation.jpg,1412.54,745,20,5,9.48,11,35
1202,Cross-Country Skiing,Intense Cross-Country Skiing session focusing on full-body engagement and cardiovascular endurance.,https://example.com/cross-country-skiing,3,https://example.com/cross-country-skiing-animation.jpg,1742.08,912,23,5,9.55,11,35
1203,Rowing,Dynamic Rowing workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/rowing,3,https://example.com/rowing-animation.jpg,1660.57,1026,21,5,8.09,11,35
1204,Superman Holds,Dynamic Superman Holds workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/superman-holds,3,https://example.com/superman-holds-animation.jpg,2427.49,1185,25,4,8.19,11,35
1205,Jump Rope,Dynamic Jump Rope workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/jump-rope,3,https://example.com/jump-rope-animation.jpg,1807.75,965,21,5,9.37,11,35
1206,Tabata Intervals,High-energy Tabata Intervals routine targeting comprehensive physical development and performance.,https://example.com/tabata-intervals,4,https://example.com/tabata-intervals-animation.jpg,1693.7,847,20,5,10.0,11,35
1207,Resistance Band Exercises,Precision-engineered Resistance Band Exercises training method to optimize muscular strength and endurance.,https://example.com/resistance-band-exercises,4,https://example.com/resistance-band-exercises-animation.jpg,2072.27,956,25,4,8.67,11,35
1208,Dynamic Stretching,"Strategically crafted Dynamic Stretching exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/dynamic-stretching,4,https://example.com/dynamic-stretching-animation.jpg,1765.86,750,24,4,9.42,11,35
1209,TRX Suspension Training,High-energy TRX Suspension Training routine targeting comprehensive physical development and performance.,https://example.com/trx-suspension-training,4,https://example.com/trx-suspension-training-animation.jpg,1537.38,648,23,4,9.49,11,35
1210,Squats,Dynamic Squats workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/squats,4,https://example.com/squats-animation.jpg,1567.49,831,20,5,9.43,11,35
1211,Pilates,Precision-engineered Pilates training method to optimize muscular strength and endurance.,https://example.com/pilates,5,https://example.com/pilates-animation.jpg,1844.72,882,20,4,8.37,11,35
1212,Russian Twists,Intense Russian Twists session focusing on full-body engagement and cardiovascular endurance.,https://example.com/russian-twists,5,https://example.com/russian-twists-animation.jpg,1627.06,801,20,4,8.13,11,35
1213,Box Jumps,High-energy Box Jumps routine targeting comprehensive physical development and performance.,https://example.com/box-jumps,5,https://example.com/box-jumps-animation.jpg,1245.13,689,24,5,9.04,11,35
1214,Tricep Extensions,High-energy Tricep Extensions routine targeting comprehensive physical development and performance.,https://example.com/tricep-extensions,5,https://example.com/tricep-extensions-animation.jpg,1835.0,1024,20,5,8.96,11,35
1215,Swimming,Precision-engineered Swimming training method to optimize muscular strength and endurance.,https://example.com/swimming,5,https://example.com/swimming-animation.jpg,2152.19,1174,22,5,9.17,11,35
1216,Push-ups,Intense Push-ups session focusing on full-body engagement and cardiovascular endurance.,https://example.com/push-ups,6,https://example.com/push-ups-animation.jpg,1981.86,1135,21,5,8.73,11,35
1217,Plyometric Drills,Dynamic Plyometric Drills workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/plyometric-drills,6,https://example.com/plyometric-drills-animation.jpg,1345.09,704,22,5,9.55,11,35
1218,Battle Rope Exercises,Intense Battle Rope Exercises session focusing on full-body engagement and cardiovascular endurance.,https://example.com/battle-rope-exercises,6,https://example.com/battle-rope-exercises-animation.jpg,1637.08,750,20,4,8.73,11,35
1219,Squats,"Strategically crafted Squats exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/squats,6,https://example.com/squats-animation.jpg,1137.08,622,22,5,9.14,11,35
1220,Stretching Routines,Dynamic Stretching Routines workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/stretching-routines,6,https://example.com/stretching-routines-animation.jpg,2361.12,1077,22,4,8.77,11,35
1221,Dynamic Stretching,"Strategically crafted Dynamic Stretching exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/dynamic-stretching,7,https://example.com/dynamic-stretching-animation.jpg,2117.74,1077,20,5,9.83,11,35
1222,Plyometric Drills,Precision-engineered Plyometric Drills training method to optimize muscular strength and endurance.,https://example.com/plyometric-drills,7,https://example.com/plyometric-drills-animation.jpg,2013.51,1125,24,5,8.95,11,35
1223,Kettlebell Swings,Intense Kettlebell Swings session focusing on full-body engagement and cardiovascular endurance.,https://example.com/kettlebell-swings,7,https://example.com/kettlebell-swings-animation.jpg,2054.01,896,20,4,9.17,11,35
1224,Oblique Twists,High-energy Oblique Twists routine targeting comprehensive physical development and performance.,https://example.com/oblique-twists,7,https://example.com/oblique-twists-animation.jpg,2405.62,1143,23,4,8.42,11,35
1225,Bench Press,Precision-engineered Bench Press training method to optimize muscular strength and endurance.,https://example.com/bench-press,7,https://example.com/bench-press-animation.jpg,1872.67,856,23,4,8.75,11,35
1226,Crunches,High-energy Crunches routine targeting comprehensive physical development and performance.,https://example.com/crunches,1,https://example.com/crunches-animation.jpg,2344.1,1149,23,4,8.16,12,36
1227,Bird Dogs,Dynamic Bird Dogs workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/bird-dogs,1,https://example.com/bird-dogs-animation.jpg,2275.74,1116,24,4,8.16,12,36
1228,Hanging Leg Raises,Dynamic Hanging Leg Raises workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/hanging-leg-raises,1,https://example.com/hanging-leg-raises-animation.jpg,1774.0,985,23,5,9.01,12,36
1229,Tabata Intervals,"Strategically crafted Tabata Intervals exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/tabata-intervals,1,https://example.com/tabata-intervals-animation.jpg,1886.13,1107,21,5,8.52,12,36
1230,Active Recovery,Dynamic Active Recovery workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/active-recovery,1,https://example.com/active-recovery-animation.jpg,1769.37,741,22,4,9.55,12,36
1231,Active Recovery,Precision-engineered Active Recovery training method to optimize muscular strength and endurance.,https://example.com/active-recovery,2,https://example.com/active-recovery-animation.jpg,2074.55,834,25,4,9.95,12,36
1232,Russian Twists,High-energy Russian Twists routine targeting comprehensive physical development and performance.,https://example.com/russian-twists,2,https://example.com/russian-twists-animation.jpg,1390.39,765,23,5,9.09,12,36
1233,Box Jumps,"Strategically crafted Box Jumps exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/box-jumps,2,https://example.com/box-jumps-animation.jpg,1180.44,681,24,5,8.67,12,36
1234,Elliptical Training,"Strategically crafted Elliptical Training exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/elliptical-training,2,https://example.com/elliptical-training-animation.jpg,1398.45,672,22,4,8.32,12,36
1235,Mountain Climbers,Dynamic Mountain Climbers workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/mountain-climbers,2,https://example.com/mountain-climbers-animation.jpg,2463.71,1089,23,4,9.05,12,36
1236,Bench Press,High-energy Bench Press routine targeting comprehensive physical development and performance.,https://example.com/bench-press,3,https://example.com/bench-press-animation.jpg,1451.36,824,22,5,8.81,12,36
